brand,name,type,country,ingredients,afterUse,price,url,match_score,matched_name
"","Holika Holika Baby Silky Foot Mask Sheet","Mask","","[]","[]","£3.95","https://www.lookfantastic.com/holika-holika-baby-silky-foot-mask-sheet/11693584.html","60","UNMATCHED"
"","Holika Holika Baby Silky Hand Mask Sheet","Mask","","[]","[]","£3.95","https://www.lookfantastic.com/holika-holika-baby-silky-hand-mask-sheet/11693582.html","57","UNMATCHED"
"holika holika","Good Cera Super Ceramide Mist","Facial Treatment","South Korea","[""Water"",""Methylpropanediol"",""Pentylene Glycol"",""Glycerin"",""Diphenyl Dimethicone"",""Triethylhexanoin"",""Polyglyceryl-10 Myristate"",""Xanthan Gum"",""Amaranthus Caudatus Seed Extract"",""Ulmus Davidiana Root Extract"",""Centella Asiatica Extract"",""Ficus Carica Fruit Extract"",""Bacillus Ferment"",""Ethylhexylglycerin"",""Sodium Citrate"",""Hydrogenated Lecithin"",""Carbomer"",""Citric Acid"",""Disodium EDTA"",""Dipropylene Glycol"",""Butylene Glycol"",""Decyl Glucoside"",""Citrus Aurantium Bergamia Fruit Oil"",""Alteromonas Ferment Filtrate"",""Lavandula Angustifolia Oil"",""Chamomilla Recutita Flower Oil"",""Citrus Aurantium Dulcis Oil"",""Cymbopogon Schoenanthus Oil"",""Pelargonium Graveolens Flower Oil"",""Sodium Lauroyl Lactylate"",""Glycerylamidoethyl Methacrylate/Stearyl Methacrylate Copolymer"",""Phytosphingosine"",""Cholesterol"",""Ceramide NP"",""Ceramide AP"",""Ceramide EOP""]","[""Redness Reducing"",""Reduces Irritation"",""Reduces Large Pores"",""Drying"",""Irritating""]","£17.95","https://www.lookfantastic.com/holika-holika-good-cera-super-ceramide-mist/11693550.html","81","holika holika Good Cera Super Ceramide Mist"
"","Holika Holika Good Cera Super Ceramide Moisture Balm 40ml","Balm","","[]","[]","£21.95","https://www.lookfantastic.com/holika-holika-good-cera-super-ceramide-moisture-balm/11693543.html","69","UNMATCHED"
"holika holika","Good Cera Super Ceramide Toner","Toner","South Korea","[""Water"",""Butylene Glycol"",""Glycerin"",""Betaine"",""1"",""2-Hexanediol"",""Diphenylsiloxy Phenyl Trimethicone"",""Triethylhexanoin"",""Polyglyceryl-10 Myristate"",""Glyceryl Polymethacrylate"",""Aleuritic Acid"",""Yeast Extract"",""Glycoproteins"",""Sodium Hyaluronate"",""Polyquaternium-51"",""Hydrogenated Lecithin"",""Caprylic/Capric Triglyceride"",""Cetearyl Alcohol"",""Cetearyl Glucoside"",""Glyceryl Stearate"",""Stearic Acid"",""Phytosteryl/Isostearyl/Cetyl/Stearyl/Behenyl Dimer Dilinoleate"",""Ceramide NP"",""Hydrogenated Polydecene"",""Butyrospermum Parkii Butter"",""Ceteareth-20"",""Glyceryl Citrate/Lactate/Linoleate/Oleate"",""Hydroxypropyl Bispalmitamide Mea"",""Glycosphingolipids"",""Ceramide AP"",""Ceramide EOP"",""Meadowfoam Estolide"",""Glycine Soja Sterols"",""Ethylhexyl Isononanoate"",""Polysorbate 20"",""Acrylates/C10-30 Alkyl Acrylate Crosspolymer"",""Tromethamine"",""Alteromonas Ferment Extract"",""Bacillus Ferment"",""Panthenol"",""Dipropylene Glycol"",""Lavandula Angustifolia Oil"",""Citrus Grandis Peel Oil"",""Cymbopogon Citratus Leaf Oil"",""Pelargonium Graveolens Oil"",""Citrus Aurantium Dulcis Peel Oil"",""Pogostemon Cablin Leaf Oil"",""Santalum Album Oil"",""Chamomilla Recutita Flower Oil"",""Glycerylamidoethyl Methacrylate/Stearyl Methacrylate Copolymer"",""Xanthan Gum"",""Theobroma Cacao Seed Extract"",""Propylene Glycol"",""Niacinamide"",""Allantoin"",""Disodium EDTA"",""Ethylhexylglycerin""]","[""Hydrating"",""Redness Reducing"",""Reduces Irritation"",""Anti-Aging"",""Acne Fighting"",""Brightening"",""May Worsen Oily Skin"",""Acne Trigger""]","£19.95","https://www.lookfantastic.com/holika-holika-good-cera-super-ceramide-toner/11693545.html","81","holika holika Good Cera Super Ceramide Toner"
"","Holika Holika Less On Skin Toner","Toner","","[]","[]","£21.95","https://www.lookfantastic.com/holika-holika-less-on-skin-toner/11693551.html","62","UNMATCHED"
"","Holika Holika Pig Nose Clear Blackhead Cleansing Sugar Scrub","Exfoliator","","[]","[]","£9.95","https://www.lookfantastic.com/holika-holika-pig-nose-clear-blackhead-cleansing-sugar-scrub/11693565.html","62","UNMATCHED"
"","Holika Holika Prime Youth Black Snail Repair Toner","Toner","","[]","[]","£39.95","https://www.lookfantastic.com/holika-holika-prime-youth-black-snail-repair-toner/11693554.html","61","UNMATCHED"
"","Holika Holika Pure Essence Mask Sheet - Acai Berry","Mask","","[]","[]","£1.95","https://www.lookfantastic.com/holika-holika-pure-essence-mask-sheet-acai-berry/11693501.html","68","UNMATCHED"
"holika holika","Pure Essence Mask Sheet - Avocado","Sheet Mask","South Korea","[""Water"",""Dipropylene Glycol"",""Glycerin"",""Polyglyceryl-10 Laurate"",""Butylene Glycol"",""Centella Asiatica Extract"",""Paeonia Suffruticosa Root Extract"",""1"",""2-Hexanediol"",""Hydroxyethylcellulose"",""Chamomilla Recutita Flower Extract"",""Persea Gratissima Fruit Extract"",""Glyceryl Caprylate"",""Arginine"",""Carbomer"",""Adenosine"",""Ethylhexylglycerin"",""Xanthan Gum"",""Allantoin"",""Milk Protein Extract"",""Sodium Hyaluronate"",""Citrus Aurantium Dulcis Peel Oil"",""Olea Europaea Fruit Oil"",""Viola Tricolor Extract"",""Lavandula Angustifolia Flower Extract"",""Centaurea Cyanus Flower Extract"",""Lavandula Angustifolia Oil"",""Ocimum Basilicum Oil"",""Pelargonium Graveolens Flower Oil"",""Disodium EDTA""]","[""Redness Reducing"",""Reduces Irritation""]","£1.95","https://www.lookfantastic.com/holika-holika-pure-essence-mask-sheet-avocado/11693500.html","82","holika holika Pure Essence Mask Sheet - Avocado"
"holika holika","Pure Essence Mask Sheet - Avocado","Sheet Mask","South Korea","[""Water"",""Dipropylene Glycol"",""Glycerin"",""Polyglyceryl-10 Laurate"",""Butylene Glycol"",""Centella Asiatica Extract"",""Paeonia Suffruticosa Root Extract"",""1"",""2-Hexanediol"",""Hydroxyethylcellulose"",""Chamomilla Recutita Flower Extract"",""Persea Gratissima Fruit Extract"",""Glyceryl Caprylate"",""Arginine"",""Carbomer"",""Adenosine"",""Ethylhexylglycerin"",""Xanthan Gum"",""Allantoin"",""Milk Protein Extract"",""Sodium Hyaluronate"",""Citrus Aurantium Dulcis Peel Oil"",""Olea Europaea Fruit Oil"",""Viola Tricolor Extract"",""Lavandula Angustifolia Flower Extract"",""Centaurea Cyanus Flower Extract"",""Lavandula Angustifolia Oil"",""Ocimum Basilicum Oil"",""Pelargonium Graveolens Flower Oil"",""Disodium EDTA""]","[""Redness Reducing"",""Reduces Irritation""]","£1.95","https://www.lookfantastic.com/holika-holika-pure-essence-mask-sheet-charcoal/12061945.html","70","holika holika Pure Essence Mask Sheet - Avocado"
"","Holika Holika Pure Essence Mask Sheet - Cucumber","Mask","","[]","[]","£1.95","https://www.lookfantastic.com/holika-holika-pure-essence-mask-sheet-cucumber/11693499.html","69","UNMATCHED"
"holika holika","Pure Essence Sheet Mask Damask Rose","Sheet Mask","South Korea","[""Water"",""Glycerin"",""Dipropylene Glycol"",""Betaine"",""Polyglyceryl-10 Laurate"",""Butylene Glycol"",""Centella Asiatica Extract"",""Paeonia Suffruticosa Root Extract"",""1"",""2-Hexanediol"",""Allantoin"",""Panthenol"",""Rosa Damascena Extract"",""Chamomilla Recutita Flower Extract"",""Arginine"",""Carbomer"",""Glyceryl Caprylate"",""Xanthan Gum"",""Ethylhexylglycerin"",""Punica Granatum Fruit Extract"",""Pelargonium Graveolens Flower Oil"",""Viola Tricolor Extract"",""Lavandula Angustifolia Flower Extract"",""Centaurea Cyanus Flower Extract"",""Disodium EDTA""]","[""Redness Reducing"",""Reduces Irritation""]","£1.95","https://www.lookfantastic.com/holika-holika-pure-essence-mask-sheet-damask-rose/11693498.html","83","holika holika Pure Essence Sheet Mask Damask Rose"
"holika holika","Pure Essence Sheet Mask Lemon","Sheet Mask","South Korea","[""Water"",""Glycerin"",""Dipropylene Glycol"",""Betaine"",""Polyglyceryl-10 Laurate"",""Butylene Glycol"",""Centella Asiatica Extract"",""Paeonia Suffruticosa Root Extract"",""1"",""2-Hexanediol"",""Allantoin"",""Panthenol"",""Citrus Limon Fruit Extract"",""Chamomilla Recutita Flower Extract"",""Arginine"",""Carbomer"",""Glyceryl Caprylate"",""Xanthan Gum"",""Ethylhexylglycerin"",""Citrus Aurantium Dulcis Oil"",""Pyrus Malus Fruit Extract"",""Carica Papaya Leaf Extract"",""Viola Tricolor Extract"",""Lavandula Angustifolia Flower Extract"",""Centaurea Cyanus Flower Extract"",""Disodium EDTA""]","[""Redness Reducing"",""Reduces Irritation""]","£1.95","https://www.lookfantastic.com/holika-holika-pure-essence-mask-sheet-lemon/11693496.html","81","holika holika Pure Essence Sheet Mask Lemon"
"holika holika","Pure Essence Mask Sheet - Pearl","Sheet Mask","South Korea","[""Water"",""Dipropylene Glycol"",""Niacinamide"",""Glycerin"",""Polyglyceryl-10 Laurate"",""Butylene Glycol"",""Paeonia Suffruticosa Root Extract"",""Centella Asiatica Extract"",""1"",""2-Hexanediol"",""Acrylates/C10-30 Alkyl Acrylate Crosspolymer"",""Pearl Extract"",""Hydroxyethylcellulose"",""Chamomilla Recutita Flower Extract"",""Arginine"",""Glyceryl Caprylate"",""Ethylhexylglycerin"",""Glyceryl Acrylate/Acrylic Acid Copolymer"",""Honey Extract"",""Sodium Hyaluronate"",""Pvm/Ma Copolymer"",""Propylene Glycol"",""Citrus Sinensis Peel Oil Expressed"",""Lavandula Angustifolia Flower Extract"",""Viola Tricolor Extract"",""Centaurea Cyanus Flower Extract"",""Citrus Aurantium Dulcis Peel Oil"",""Pogostemon Cablin Leaf Oil"",""Disodium EDTA""]","[""Good For Oily Skin"",""Redness Reducing"",""Reduces Irritation"",""Acne Fighting"",""Brightening""]","£1.95","https://www.lookfantastic.com/holika-holika-pure-essence-mask-sheet-pearl/11693495.html","81","holika holika Pure Essence Mask Sheet - Pearl"
"holika holika","Pure Essence Mask Sheet - Strawberry","Sheet Mask","South Korea","[""Water"",""Dipropylene Glycol"",""Glycerin"",""Polyglyceryl-10 Laurate"",""Butylene Glycol"",""Centella Asiatica Extract"",""Paeonia Suffruticosa Root Extract"",""1"",""2-Hexanediol"",""Hydroxyethylcellulose"",""Acrylates/C10-30 Alkyl Acrylate Crosspolymer"",""Fragaria Chiloensis Fruit Extract"",""Chamomilla Recutita Flower Extract"",""Arginine"",""Glyceryl Caprylate"",""Ethylhexylglycerin"",""Glyceryl Acrylate/Acrylic Acid Copolymer"",""Citrus Junos Fruit Extract"",""Propylene Glycol"",""Pvm/Ma Copolymer"",""Citrus Aurantium Dulcis Peel Oil"",""Viola Tricolor Extract"",""Lavandula Angustifolia Flower Extract"",""Centaurea Cyanus Flower Extract"",""Citrus Tangerina Peel Oil"",""Litsea Cubeba Fruit Oil"",""Myristica Fragrans Kernel Oil"",""Disodium EDTA""]","[""Redness Reducing"",""Reduces Irritation""]","£1.95","https://www.lookfantastic.com/holika-holika-pure-essence-mask-sheet-strawberry/11693492.html","83","holika holika Pure Essence Mask Sheet - Strawberry"
"","Holika Holika Skin Rescuer Mask Sheet - Collagen","Mask","","[]","[]","£3.95","https://www.lookfantastic.com/holika-holika-skin-rescuer-mask-sheet-collagen/11693490.html","66","UNMATCHED"
"","Holika Holika Skin Rescuer Mask Sheet - Vita C","Mask","","[]","[]","£3.95","https://www.lookfantastic.com/holika-holika-skin-rescuer-mask-sheet-vita-c/11693486.html","61","UNMATCHED"
"","ilapothecary Beat the Blues Bath and Shower Oil 150ml","Bath Oil","","[]","[]","£29.00","https://www.lookfantastic.com/ilapothecary-beat-the-blues-bath-and-shower-oil-150ml/12068104.html","55","UNMATCHED"
"","ilapothecary Magnesium and Amethyst Deep Relax Bath Soak 400ml","Bath Oil","","[]","[]","£50.00","https://www.lookfantastic.com/ilapothecary-magnesium-and-amethyst-deep-relax-bath-soak-400ml/12032532.html","48","UNMATCHED"
"","ilapothecary Powerful Purifying Face Scrub 50g","Exfoliator","","[]","[]","£27.00","https://www.lookfantastic.com/ilapothecary-powerful-purifying-face-scrub-50g/12032520.html","63","UNMATCHED"
"","Indeed Labs Exfoliator II 75g","Exfoliator","","[]","[]","£24.99","https://www.lookfantastic.com/indeed-labs-exfoliator-ii-75g/12540157.html","63","UNMATCHED"
"","Indeed Labs Eysilix Serum 2 15ml","Serum","","[]","[]","£19.99","https://www.lookfantastic.com/indeed-labs-eysilix-serum-2-15ml/12188468.html","61","UNMATCHED"
"","Indeed Labs Pepta-Bright 30ml","Serum","","[]","[]","£24.99","https://www.lookfantastic.com/indeed-labs-pepta-bright-30ml/12540164.html","69","UNMATCHED"
"","Indeed Labs Snoxin Serum 2 30ml","Serum","","[]","[]","£24.99","https://www.lookfantastic.com/indeed-labs-snoxin-serum-2-30ml/12188467.html","60","UNMATCHED"
"","Indeed Labs Squalane Facial Oil 30ml","Oil","","[]","[]","£19.99","https://www.lookfantastic.com/indeed-labs-squalane-facial-oil-30ml/12188464.html","63","UNMATCHED"
"","Indeed Labs Watermelon Melting Balm 100ml","Balm","","[]","[]","£24.99","https://www.lookfantastic.com/indeed-labs-watermelon-melting-balm-100ml/12540167.html","59","UNMATCHED"
"","INIKA Phytofuse Renew Caviar Lime Exfoliator","Exfoliator","","[]","[]","£33.00","https://www.lookfantastic.com/inika-phytofuse-renew-caviar-lime-exfoliator/12450160.html","58","UNMATCHED"
"","Instant Effects Instant Eye Lift","Eye Care","","[]","[]","£24.99","https://www.lookfantastic.com/instant-effects-instant-eye-lift/11185618.html","67","UNMATCHED"
"","Institut Esthederm Cellular Water Mist 100ml","Mist","","[]","[]","£18.00","https://www.lookfantastic.com/institut-esthederm-cellular-water-mist-100ml/11688941.html","62","UNMATCHED"
"","James Read Instant Bronzing Mist 200ml","Mist","","[]","[]","£25.00","https://www.lookfantastic.com/james-read-instant-bronzing-mist-200ml/11232350.html","53","UNMATCHED"
"jason skincare","Age Renewal Vitamin E 25000 IU Moisturizing Cream","General Moisturizer","","[""Water"",""Tocopheryl Acetate"",""Glycerin"",""Cetyl Alcohol"",""Stearic Acid"",""Caprylic/Capric Triglyceride"",""Dimethicone"",""Glyceryl Stearate Se"",""Helianthus Annuus Seed Oil"",""Persea Gratissima Oil"",""Citrus Grandis Fruit Extract"",""Ascorbic Acid"",""Carbomer"",""Potassium Cetyl Phosphate"",""Potassium Hydroxide"",""Sorbic Acid"",""Benzyl Alcohol"",""Phenoxyethanol"",""Potassium Sorbate"",""Sodium Benzoate""]","[""Hydrating"",""Redness Reducing"",""Skin Texture"",""Anti-Aging"",""Dark Spots"",""Brightening"",""May Worsen Oily Skin"",""Eczema""]","£9.99","https://www.lookfantastic.com/jason-age-renewal-vitamin-e-25-000iu-cream-113g/10546498.html","77","jason skincare Age Renewal Vitamin E 25000 IU Moisturizing Cream"
"","JASON Aloe Vera 98% Moisturising Gel Tube 113g","Moisturiser","","[]","[]","£2.99","https://www.lookfantastic.com/jason-aloe-vera-98-moisturising-gel-tube-113g/10546528.html","68","UNMATCHED"
"","JASON Brightening Apricot Scrubble (128ml)","Exfoliator","","[]","[]","£5.99","https://www.lookfantastic.com/jason-brightening-apricot-scrubble-113g/10546512.html","62","UNMATCHED"
"","JASON Glowing Apricot Body Wash 887ml","Body Wash","","[]","[]","£10.99","https://www.lookfantastic.com/jason-glowing-apricot-body-wash-887ml/10979526.html","65","UNMATCHED"
"","JASON Purifying Tea Tree Body Wash 887ml","Body Wash","","[]","[]","£10.99","https://www.lookfantastic.com/jason-purifying-tea-tree-body-wash-887ml/10546503.html","64","UNMATCHED"
"","JASON Soothing Aloe Vera Body Wash 887ml","Body Wash","","[]","[]","£8.24","https://www.lookfantastic.com/jason-soothing-aloe-vera-body-wash-887ml/10546502.html","67","UNMATCHED"
"","JASON Vitamin E 32,000iu Oil - Scar & Stretch Mark Treatment 30ml","Oil","","[]","[]","£9.49","https://www.lookfantastic.com/jason-vitamin-e-32-000iu-oil-scar-stretch-mark-treatment-30ml/10546525.html","65","UNMATCHED"
"","JASON Vitamin E 5,000iu Oil - All Over Body Nourishment 118ml","Oil","","[]","[]","£7.49","https://www.lookfantastic.com/jason-vitamin-e-5-000iu-oil-all-over-body-nourishment-118ml/10546524.html","55","UNMATCHED"
"","Jo Malone London Lime Basil and Mandarin Body and Hand Wash 100ml","Body Wash","","[]","[]","£16.00","https://www.lookfantastic.com/jo-malone-london-lime-basil-and-mandarin-body-and-hand-wash-various-sizes/12079040.html","54","UNMATCHED"
"","Jo Malone London Lime Basil and Mandarin Body and Hand Wash 250ml","Body Wash","","[]","[]","£32.00","https://www.lookfantastic.com/jo-malone-london-lime-basil-and-mandarin-body-and-hand-wash-various-sizes/12079040.html","54","UNMATCHED"
"","Jo Malone London Lime Basil and Mandarin Soap 100g","Body Wash","","[]","[]","£16.00","https://www.lookfantastic.com/jo-malone-london-lime-basil-and-mandarin-soap-100g/12079152.html","65","UNMATCHED"
"","Jo Malone London Myrrh and Tonka Shower Oil 250ml","Body Wash","","[]","[]","£40.00","https://www.lookfantastic.com/jo-malone-london-myrrh-and-tonka-shower-oil-250ml/12079159.html","51","UNMATCHED"
"","Jo Malone London Peony and Blush Suede Body and Hand Wash 250ml","Body Wash","","[]","[]","£32.00","https://www.lookfantastic.com/jo-malone-london-peony-and-blush-suede-body-and-hand-wash-250ml/12079172.html","53","UNMATCHED"
"","Jo Malone London Pomegranate Noir Body and Hand Wash 100ml","Body Wash","","[]","[]","£16.00","https://www.lookfantastic.com/jo-malone-london-pomegranate-noir-body-and-hand-wash-various-sizes/12079064.html","57","UNMATCHED"
"","Jo Malone London Pomegranate Noir Body and Hand Wash 250ml","Body Wash","","[]","[]","£32.00","https://www.lookfantastic.com/jo-malone-london-pomegranate-noir-body-and-hand-wash-various-sizes/12079064.html","57","UNMATCHED"
"","Jurlique Calendula Redness Rescue Calming Mist (100ml)","Mist","","[]","[]","£35.00","https://www.lookfantastic.com/jurlique-calendula-redness-rescue-calming-mist-100ml/10922783.html","59","UNMATCHED"
"","Jurlique Lavender Hydrating Mist 100ml","Mist","","[]","[]","£32.00","https://www.lookfantastic.com/jurlique-lavender-hydrating-mist-100ml/12174274.html","57","UNMATCHED"
"","Jurlique Lavender Hydrating Mist 50ml","Mist","","[]","[]","£23.00","https://www.lookfantastic.com/jurlique-lavender-hydrating-mist-50ml/12174275.html","58","UNMATCHED"
"","Jurlique Rose Love Balm (15ml)","Balm","","[]","[]","£12.00","https://www.lookfantastic.com/jurlique-rose-love-balm-15ml/10554571.html","58","UNMATCHED"
"","Jurlique Rosewater Balancing Mist (100ml)","Mist","","[]","[]","£30.00","https://www.lookfantastic.com/jurlique-rosewater-balancing-mist-100ml/10554516.html","61","UNMATCHED"
"","Jurlique Rosewater Balancing Mist 100ml","Mist","","[]","[]","£32.00","https://www.lookfantastic.com/jurlique-rosewater-balancing-mist-100ml/12174272.html","61","UNMATCHED"
"","KLORANE Eye Make-Up Remover with Organically Farmed Cornflower 200ml","Eye Care","","[]","[]","£9.50","https://www.lookfantastic.com/klorane-eye-make-up-remover-with-organically-farmed-cornflower-200ml/12310357.html","53","UNMATCHED"
"","L:A BRUKET No. 069 Hand & Body Wash 450ml - Lemongrass","Body Wash","","[]","[]","£27.50","https://www.lookfantastic.com/l-a-bruket-no.-069-hand-body-wash-450ml-lemongrass/11369955.html","61","UNMATCHED"
"","L:A BRUKET No. 094 Hand & Body Wash 450ml - Sage/Rosemary/Lavender","Body Wash","","[]","[]","£27.50","https://www.lookfantastic.com/l-a-bruket-no.-094-hand-body-wash-450ml-sage-rosemary-lavender/11369960.html","63","UNMATCHED"
"","L:A BRUKET No. 104 Hand & Body Wash 450ml - Bergamot/Patchouli","Body Wash","","[]","[]","£27.50","https://www.lookfantastic.com/l-a-bruket-no.-104-hand-body-wash-450ml-bergamot-patchouli/11369965.html","53","UNMATCHED"
"","L'Oréal Men Expert Hydra Energetic Cooling Eye Roll-On (10ml)","Eye Care","","[]","[]","£10.99","https://www.lookfantastic.com/l-oreal-men-expert-hydra-energetic-cooling-eye-roll-on-10ml/10547026.html","60","UNMATCHED"
"","L'Oréal Men Expert Pure & Matte Anti-Shine Moisturising Gel (50ml)","Moisturiser","","[]","[]","£4.99","https://www.lookfantastic.com/l-oreal-men-expert-pure-matte-anti-shine-moisturising-gel-50ml/10547030.html","57","UNMATCHED"
"","L'Oréal Paris Absolute Eye and Lip Make-Up Remover 125ml","Eye Care","","[]","[]","£5.49","https://www.lookfantastic.com/l-oreal-paris-absolute-eye-and-lip-make-up-remover-125ml/11205955.html","53","UNMATCHED"
"","L'Oréal Paris Age Perfect Cleansing Wipes for Mature Skin (25 Wipes)","Cleanser","","[]","[]","£4.99","https://www.lookfantastic.com/l-oreal-paris-age-perfect-cleansing-wipes-for-mature-skin-25-wipes/10487892.html","58","UNMATCHED"
"","L'Oréal Paris Age Perfect Nutrition Intense Supreme Repairing Serum","Serum","","[]","[]","£14.99","https://www.lookfantastic.com/l-oreal-paris-age-perfect-nutrition-intense-supreme-repairing-serum/11850172.html","59","UNMATCHED"
"","L'Oréal Paris Dermo Expertise Revitalift Anti-Wrinkle + Firming Eye Cream (15ml)","Eye Care","","[]","[]","£11.49","https://www.lookfantastic.com/l-oreal-paris-dermo-expertise-revitalift-anti-wrinkle-firming-eye-cream-15ml/10528814.html","69","UNMATCHED"
"","L'Oreal Paris Dermo Expertise Revitalift Laser Renew Anti-ageing Triple Action Super Serum (30ml)","Serum","","[]","[]","£24.99","https://www.lookfantastic.com/l-oreal-paris-dermo-expertise-revitalift-laser-renew-anti-aging-triple-action-super-serum-30ml/10726513.html","68","UNMATCHED"
"","L'Oréal Paris Dermo Expertise Triple Active Hydrating Night Moisturiser (50ml)","Moisturiser","","[]","[]","£7.49","https://www.lookfantastic.com/l-oreal-paris-dermo-expertise-triple-active-hydrating-night-moisturiser-50ml/10726524.html","61","UNMATCHED"
"","L'Oréal Paris Extraordinary Oil Cream 50ml","Oil","","[]","[]","£14.99","https://www.lookfantastic.com/l-oreal-paris-extraordinary-oil-cream-50ml/11205948.html","56","UNMATCHED"
"","L’Oréal Paris Extraordinary Oil Sleeping Oil Night Cream (50ml)","Oil","","[]","[]","£14.99","https://www.lookfantastic.com/l-oreal-paris-extraordinary-oil-sleeping-oil-night-cream-50ml/11223508.html","57","UNMATCHED"
"","L'Oréal Paris Fine Flowers Cleansing Cream 200ml","Cleanser","","[]","[]","£7.99","https://www.lookfantastic.com/l-oreal-paris-fine-flowers-cleansing-cream-200ml/11740149.html","69","UNMATCHED"
"","L'Oréal Paris Fine Flowers Cleansing Milk 400ml","Cleanser","","[]","[]","£5.99","https://www.lookfantastic.com/l-oreal-paris-fine-flowers-cleansing-milk-400ml/11740150.html","63","UNMATCHED"
"","L'Oréal Paris Fine Flowers Cleansing Toner 400ml","Toner","","[]","[]","£5.99","https://www.lookfantastic.com/l-oreal-paris-fine-flowers-cleansing-toner-400ml/11740151.html","68","UNMATCHED"
"","L'Oréal Paris Fine Flowers Cleansing Wash 150ml","Cleanser","","[]","[]","£3.99","https://www.lookfantastic.com/l-oreal-paris-fine-flowers-cleansing-wash-150ml/11740152.html","66","UNMATCHED"
"","L'Oréal Paris Fine Flowers Sensitive Skin Cleansing Face Wipes x 25","Cleanser","","[]","[]","£3.99","https://www.lookfantastic.com/l-oreal-paris-fine-flowers-sensitive-skin-cleansing-face-wipes-x-25/11740153.html","68","UNMATCHED"
"","L'Oréal Paris Gentle Eye Make-Up Remover 125ml","Eye Care","","[]","[]","£3.49","https://www.lookfantastic.com/l-oreal-paris-gentle-eye-make-up-remover-125ml/10726520.html","57","UNMATCHED"
"","L'Oréal Paris Hydra Genius Liquid Care Moisturiser Combination Skin 70ml","Serum","","[]","[]","£9.99","https://www.lookfantastic.com/l-oreal-paris-hydra-genius-liquid-care-moisturiser-combination-skin-70ml/11740133.html","64","UNMATCHED"
"","L'Oréal Paris Hydra Genius Liquid Care Moisturiser for Normal Combination Skin 70ml 2 Pack Exclusive","Moisturiser","","[]","[]","£13.99","https://www.lookfantastic.com/l-oreal-paris-hydra-genius-liquid-care-moisturiser-for-normal-combination-skin-70ml-2-pack-exclusive/12313627.html","58","UNMATCHED"
"","L'Oréal Paris Men Expert Clean Power Shower Gel 300ml","Body Wash","","[]","[]","£2.99","https://www.lookfantastic.com/l-oreal-paris-men-expert-clean-power-shower-gel-300ml/11324337.html","56","UNMATCHED"
"","L'Oréal Paris Men Expert Cool Power Shower Gel 300ml","Body Wash","","[]","[]","£2.99","https://www.lookfantastic.com/l-oreal-paris-men-expert-cool-power-shower-gel-300ml/11324336.html","54","UNMATCHED"
"","L'Oréal Paris Men Expert Hydra Energetic Shower Gel 300ml","Body Wash","","[]","[]","£2.99","https://www.lookfantastic.com/l-oreal-paris-men-expert-hydra-energetic-shower-gel-300ml/11324333.html","56","UNMATCHED"
"","L'Oréal Paris Men Expert Hydra Power Shower Gel 300ml","Body Wash","","[]","[]","£2.99","https://www.lookfantastic.com/l-oreal-paris-men-expert-hydra-power-shower-gel-300ml/11324332.html","64","UNMATCHED"
"","L'Oréal Paris Men Expert Total Clean Shower Gel 300ml","Body Wash","","[]","[]","£2.99","https://www.lookfantastic.com/l-oreal-paris-men-expert-total-clean-shower-gel-300ml/11324335.html","55","UNMATCHED"
"","L'Oréal Paris Pure Clay Blemish Rescue Face Mask 50ml","Mask","","[]","[]","£7.99","https://www.lookfantastic.com/l-oreal-paris-pure-clay-blemish-rescue-face-mask-50ml/11740136.html","60","UNMATCHED"
"","L'Oréal Paris Pure Clay Detox Face Mask 50ml","Mask","","[]","[]","£7.99","https://www.lookfantastic.com/l-oreal-paris-pure-clay-detox-face-mask-50ml/11740138.html","64","UNMATCHED"
"","L'Oréal Paris Pure Clay Glow Face Mask 50ml","Mask","","[]","[]","£7.99","https://www.lookfantastic.com/l-oreal-paris-pure-clay-glow-face-mask-50ml/11740139.html","60","UNMATCHED"
"l'oreal","Revitalift Filler 1.5% Pure Hyaluronic Acid Serum","Serum","France","[""Water"",""Glycerin"",""Hydroxyethylpiperazine Ethane Sulfonic Acid"",""Sodium Hyaluronate"",""Dipeptide Diaminobutyroyl Benzylamide Diacetate"",""Disodium EDTA"",""Secale Cereale Seed Extract"",""Ascorbyl Glucoside"",""Calcium Pantothenate"",""Peg-60 Hydrogenated Castor Oil"",""Pentylene Glycol"",""Benzyl Alcohol"",""Benzyl Benzoate"",""Benzyl Salicylate"",""Citronellol"",""Linalool"",""Chlorphenesin"",""Phenoxyethanol"",""Parfum""]","[""Redness Reducing"",""Skin Texture"",""Anti-Aging"",""Dark Spots"",""Brightening""]","£19.99","https://www.lookfantastic.com/l-oreal-paris-revitalift-filler-hyaluronic-acid-replumping-serum-16ml/11205949.html","77","l'oreal Revitalift Filler 1.5% Pure Hyaluronic Acid Serum"
"","L’Oréal Paris Revitalift Filler Renew Eye Cream (15ml)","Eye Care","","[]","[]","£19.99","https://www.lookfantastic.com/l-oreal-paris-revitalift-filler-renew-eye-cream-15ml/11223509.html","61","UNMATCHED"
"","L'Oréal Paris Revitalift Laser Glycolic Peel Pads x 25 Pads","Peel","","[]","[]","£22.49","https://www.lookfantastic.com/l-oreal-paris-revitalift-laser-glycolic-peel-pads-x-25-pads/11740148.html","55","UNMATCHED"
