brand,name,type,country,ingredients,afterUse,price,url,match_score,matched_name
"","Burt's Bees Lip Balm - Mango Lip Balm Tubes 4.25g","Balm","","[]","[]","£3.99","https://www.lookfantastic.com/burt-s-bees-lip-balm-mango-lip-balm-tubes-4.25g/10591866.html","56","UNMATCHED"
"","Burt's Bees Lip Balm - Ultra Conditioning 4.25g","Balm","","[]","[]","£3.99","https://www.lookfantastic.com/burt-s-bees-lip-balm-ultra-conditioning-4.25g/10591864.html","65","UNMATCHED"
"","Burt's Bees Pomegranate Lip Balm Tube 4.25g","Balm","","[]","[]","£3.99","https://www.lookfantastic.com/burt-s-bees-pomegranate-lip-balm-tube/10302542.html","58","UNMATCHED"
"","By Terry Baume de Rose Flaconnette 7ml","Balm","","[]","[]","£32.50","https://www.lookfantastic.com/by-terry-baume-de-rose-flaconnette-7ml/11722240.html","57","UNMATCHED"
"","By Terry Baume De Rose Nutri-Couleur Lip Balm 7g","Balm","","[]","[]","£36.00","https://www.lookfantastic.com/by-terry-baume-de-rose-nutri-couleur-lip-balm-7g-various-shades/11306986.html","57","UNMATCHED"
"","By Terry Cellularose CC Serum 30ml (Various Shades)","Serum","","[]","[]","£61.00","https://www.lookfantastic.com/by-terry-cellularose-cc-serum-30ml-various-shades/11307081.html","54","UNMATCHED"
"","By Terry Detoxilyn City Essence Toner","Toner","","[]","[]","£62.00","https://www.lookfantastic.com/by-terry-detoxilyn-city-essence-toner/11729219.html","63","UNMATCHED"
"","Caudalie Duo Foaming Cleanser (2 x 150ml) (Worth £30)","Cleanser","","[]","[]","£22.00","https://www.lookfantastic.com/caudalie-duo-foaming-cleanser-2-x-150ml/10809273.html","64","UNMATCHED"
"","Caudalie Fleur de Vigne Shower Gel 100ml","Body Wash","","[]","[]","£4.50","https://www.lookfantastic.com/caudalie-fleur-de-vigne-shower-gel-100ml/12527466.html","57","UNMATCHED"
"","Caudalie Grape Water 75ml","Toner","","[]","[]","£6.00","https://www.lookfantastic.com/caudalie-grape-water-75ml/10623029.html","62","UNMATCHED"
"caudalie","Instant Detox Mask","Wet Mask","France","[""Water"",""Bentonite"",""Glycerin"",""Acacia Senegal Gum"",""Xanthan Gum"",""Benzyl Alcohol"",""Alcohol"",""Sodium Dehydroacetate"",""Citrus Aurantium Bergamia Fruit Oil"",""Vitis Vinifera Fruit Extract"",""Lavandula Angustifolia Oil"",""Sodium Citrate"",""Dehydroacetic Acid"",""Coffea Arabica Seed Extract"",""Coffea Robusta Seed Extract"",""Citric Acid"",""Papain"",""Cupressus Sempervirens Oil"",""Salvia Sclarea Oil"",""Commiphora Myrrha Oil"",""Santalum Album Oil"",""Anthemis Nobilis Flower Oil"",""Petroselinum Crispum Seed Oil"",""Carbomer"",""1"",""2-Hexanediol"",""Caprylyl Glycol"",""Sodium Benzoate"",""Lactic Acid"",""Potassium Sorbate"",""Algin"",""Limonene"",""Linalool""]","[""Reduces Large Pores"",""Anti-Aging"",""Drying"",""Irritating"",""Rosacea"",""Eczema""]","£22.00","https://www.lookfantastic.com/caudalie-instant-detox-mask-75ml/11098713.html","72","caudalie Instant Detox Mask"
"caudalie","Instant Foaming Cleanser","Face Cleanser","France","[""Water"",""Glycerin"",""Sodium Cocoyl Glutamate"",""Caprylyl/Capryl Glucoside"",""Cocamidopropyl Betaine"",""Coco-Betaine"",""Caprylyl Glycol"",""Parfum"",""Sodium Chloride"",""Citric Acid"",""Potassium Sorbate"",""Sodium Cocoyl Isethionate"",""Sodium Methyl Cocoyl Taurate"",""Sodium Phytate"",""Butylphenyl Methylpropional"",""Butylene Glycol"",""Linalool"",""Salvia Officinalis Leaf Extract"",""Citronellol"",""Chamomilla Recutita Flower Extract"",""Vitis Vinifera Fruit Extract"",""Alcohol""]","[""Reduces Large Pores"",""Drying"",""Acne Trigger"",""Irritating"",""Rosacea""]","£15.00","https://www.lookfantastic.com/caudalie-instant-foaming-cleanser-150ml/10727688.html","76","caudalie Instant Foaming Cleanser"
"caudalie","Instant Foaming Cleanser","Face Cleanser","France","[""Water"",""Glycerin"",""Sodium Cocoyl Glutamate"",""Caprylyl/Capryl Glucoside"",""Cocamidopropyl Betaine"",""Coco-Betaine"",""Caprylyl Glycol"",""Parfum"",""Sodium Chloride"",""Citric Acid"",""Potassium Sorbate"",""Sodium Cocoyl Isethionate"",""Sodium Methyl Cocoyl Taurate"",""Sodium Phytate"",""Butylphenyl Methylpropional"",""Butylene Glycol"",""Linalool"",""Salvia Officinalis Leaf Extract"",""Citronellol"",""Chamomilla Recutita Flower Extract"",""Vitis Vinifera Fruit Extract"",""Alcohol""]","[""Reduces Large Pores"",""Drying"",""Acne Trigger"",""Irritating"",""Rosacea""]","£7.50","https://www.lookfantastic.com/caudalie-instant-foaming-cleanser-50ml/10727689.html","77","caudalie Instant Foaming Cleanser"
"","Caudalie Make-Up Removing Cleansing Oil 150ml","Oil","","[]","[]","£18.00","https://www.lookfantastic.com/caudalie-make-up-removing-cleansing-oil-150ml/11163390.html","60","UNMATCHED"
"la mer","The Cleansing Micellar Water","Face Cleanser","United States","[""Water"",""Propanediol"",""Polysorbate 20"",""Bis-Peg-12 Dimethicone"",""Trehalose"",""Algae Extract"",""Sesamum Indicum Seed Oil"",""Medicago Sativa Seed Powder"",""Helianthus Annuus Seedcake"",""Prunus Amygdalus Dulcis Seed Meal"",""Eucalyptus Globulus Leaf Oil"",""Sodium Gluconate"",""Copper Gluconate"",""Calcium Gluconate"",""Glycine"",""Zinc Gluconate"",""Tocopheryl Succinate"",""Niacin"",""Sesamum Indicum Seed Powder"",""Sea Salt"",""Castanea Sativa Seed Extract"",""Macrocystis Pyrifera Extract"",""Laminaria Digitata Extract"",""Sucrose"",""Caffeine"",""Glycerin"",""Ethylhexylglycerin"",""Sodium Hyaluronate"",""Butylene Glycol"",""Citric Acid"",""Sodium Hydroxide"",""Parfum"",""Disodium EDTA-Copper"",""Phenoxyethanol"",""Benzyl Benzoate"",""Coumarin"",""Citronellol"",""Linalool"",""Limonene"",""Ci 42090""]","[""Hydrating"",""Reduces Large Pores"",""Drying"",""Irritating""]","£19.00","https://www.lookfantastic.com/caudalie-micellar-cleansing-water-400ml/10809274.html","72","la mer The Cleansing Micellar Water"
"","Caudalie Moisturising Toner (100ml)","Toner","","[]","[]","£9.00","https://www.lookfantastic.com/caudalie-moisturizing-toner-100ml/10727695.html","67","UNMATCHED"
"caudalie","Resveratrol Lift Instant Firming Serum","Serum","France","[""Water"",""Glycerin"",""Butylene Glycol"",""Glyceryl Stearate Citrate"",""Hexyldecanol"",""Hexyldecyl Laurate"",""Squalane"",""Tocopheryl Acetate"",""Polyglyceryl-3 Stearate"",""Palmitoyl Grapevine Shoot Extract"",""Hydrogenated Lecithin"",""Polyacrylate Crosspolymer-6"",""Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer"",""Caprylyl Glycol"",""Ethylhexylglycerin"",""Sodium Dehydroacetate"",""Parfum"",""Sorbitan Laurate"",""Hydrolyzed Hyaluronic Acid"",""Hyaluronic Acid"",""Hydroxyethylcellulose"",""Acetyl Dipeptide-1 Cetyl Ester"",""Sodium Phytate"",""Tocopherol"",""Linalool"",""Limonene"",""Coumarin"",""Butylphenyl Methylpropional""]","[""Good For Oily Skin"",""Skin Texture"",""Anti-Aging"",""Scar Healing"",""Brightening"",""Irritating""]","£46.00","https://www.lookfantastic.com/caudalie-resveratrol-lift-firming-serum-30ml/11173005.html","81","caudalie Resveratrol Lift Instant Firming Serum"
"","Caudalie Rose de Vigne Shower Gel 200ml","Body Wash","","[]","[]","£9.00","https://www.lookfantastic.com/caudalie-rose-de-vigne-shower-gel-200ml/11254556.html","56","UNMATCHED"
"","Caudalie Soleil des Vignes Shower Gel 200ml","Body Wash","","[]","[]","£9.00","https://www.lookfantastic.com/caudalie-soleil-des-vignes-shower-gel-200ml/12527478.html","54","UNMATCHED"
"","Caudalie Supersize Grape Water (200ml)","Toner","","[]","[]","£11.00","https://www.lookfantastic.com/caudalie-supersize-grape-water-200ml/10306437.html","59","UNMATCHED"
"","Caudalie Thé des Vignes Shower Gel 100ml","Body Wash","","[]","[]","£4.50","https://www.lookfantastic.com/caudalie-the-des-vignes-shower-gel-100ml/12527469.html","53","UNMATCHED"
"","Caudalie Thé des Vignes Shower Gel 200ml","Body Wash","","[]","[]","£9.00","https://www.lookfantastic.com/caudalie-the-des-vignes-shower-gel-200ml/10599516.html","55","UNMATCHED"
"","Caudalie VineActiv Energizing and Smoothing Eye Cream 15ml","Eye Care","","[]","[]","£27.50","https://www.lookfantastic.com/caudalie-vineactiv-energizing-and-smoothing-eye-cream-15ml/11416699.html","65","UNMATCHED"
"","Caudalie VineActiv Glow Activating Anti-Wrinkle Serum 30ml","Serum","","[]","[]","£36.00","https://www.lookfantastic.com/caudalie-vineactiv-glow-activating-anti-wrinkle-serum-30ml/11416698.html","60","UNMATCHED"
"","Caudalie VineActiv Overnight Detox Oil 30ml","Oil","","[]","[]","£30.00","https://www.lookfantastic.com/caudalie-vineactiv-overnight-detox-oil-30ml/11416701.html","60","UNMATCHED"
"","Caudalie Vinoperfect Dark Spot Correcting Glycolic Night Cream 50ml","Moisturiser","","[]","[]","£34.00","https://www.lookfantastic.com/caudalie-vinoperfect-dark-spot-correcting-glycolic-night-cream-50ml/11979372.html","66","UNMATCHED"
"caudalie","Vinopure Pore Purifying Gel Cleanser","Face Cleanser","France","[""Water"",""Vitis Vinifera Fruit Water"",""Decyl Glucoside"",""Glycerin"",""Sodium Cocoyl Glutamate"",""Sucrose Cocoate"",""Acacia Senegal Gum"",""Xanthan Gum"",""Propanediol"",""Sodium Glutamate"",""Sodium Chloride"",""Caprylyl Glycol"",""Coconut Acid"",""Salicylic Acid"",""Vitis Vinifera Juice"",""Cymbopogon Citratus Leaf Oil"",""Lavandula Hybrida Oil"",""Melissa Officinalis Leaf Oil"",""Mentha Piperita Oil"",""Pelargonium Graveolens Flower Oil"",""Rosmarinus Officinalis Leaf Oil"",""Citric Acid"",""Potassium Sorbate"",""Sodium Benzoate"",""Citral"",""Citronellol"",""Geraniol"",""Linalool""]","[""Good For Oily Skin"",""Reduces Large Pores"",""Acne Fighting"",""Brightening"",""Drying"",""Acne Trigger"",""Irritating"",""Eczema""]","£16.00","https://www.lookfantastic.com/caudalie-vinopure-purifying-gel-cleanser-150ml/12269260.html","76","caudalie Vinopure Pore Purifying Gel Cleanser"
"","Caudalie Vinosource Moisturising Sorbet 40ml","Moisturiser","","[]","[]","£23.00","https://www.lookfantastic.com/caudalie-vinosource-moisturising-sorbet-40ml/10594590.html","64","UNMATCHED"
"cerave","Eye Repair Cream","Eye Moisturizer","Canada","[""Water"",""Niacinamide"",""Cetyl Alcohol"",""Caprylic Acid"",""C10-18 Triglycerides"",""Glycerin"",""Propanediol"",""Isononyl Isononanoate"",""Jojoba Esters"",""Peg-20 Methyl Glucose Sesquistearate"",""Cetearyl Alcohol"",""Dimethicone"",""Methyl Glucose Sesquistearate"",""Asparagopsis Armata Extract"",""Ceramide NP"",""Ceramide AP"",""Potassium Sorbate"",""Ceramide EOP"",""Sorbitol"",""Carbomer"",""Zinc Citrate"",""Behentrimonium Methosulfate"",""Triethanolamine"",""Aloe Barbadensis Leaf Extract"",""Sodium Lauroyl Lactylate"",""Sodium Hydroxide"",""Equisetum Arvense Extract"",""Sodium Hyaluronate"",""Cholesterol"",""Phenoxyethanol"",""Prunus Amygdalus Dulcis Oil"",""Tocopherol"",""Ascophyllum Nodosum Extract"",""Laureth-4"",""Hydrogenated Vegetable Oil"",""Tetrasodium EDTA"",""Maltodextrin"",""Phytosphingosine"",""Xanthan Gum"",""Butylene Glycol"",""Ethylhexylglycerin"",""Chrysanthellum Indicum Extract""]","[""Hydrating"",""Good For Oily Skin"",""Redness Reducing"",""Anti-Aging"",""Scar Healing"",""Acne Fighting"",""Brightening"",""Acne Trigger"",""Irritating""]","£12.00","https://www.lookfantastic.com/cerave-eye-repair-cream-14ml/11798690.html","73","cerave Eye Repair Cream"
"cerave","AM Facial Moisturising Lotion SPF 25","Day Moisturizer","Canada","[""Water"",""Homosalate"",""Glycerin"",""Octocrylene"",""Ethylhexyl Salicylate"",""Niacinamide"",""Aluminum Starch Octenylsuccinate"",""Butyl Methoxydibenzoylmethane"",""Dimethicone"",""Cetearyl Alcohol"",""Peg-100 Stearate"",""Glyceryl Stearate"",""Phenoxyethanol"",""Stearic Acid"",""Behentrimonium Methosulfate"",""Caprylyl Glycol"",""Palmitic Acid"",""Ammonium Polyacryloyldimethyl Taurate"",""Xanthan Gum"",""Disodium EDTA"",""Tocopherol"",""Sodium Lauroyl Lactylate"",""Myristic Acid"",""Sodium Hyaluronate"",""Ceramide NP"",""Ceramide AP"",""Phytosphingosine"",""Cholesterol"",""Carbomer"",""Ethylhexylglycerin"",""Ceramide EOP""]","[""Good For Oily Skin"",""Redness Reducing"",""Anti-Aging"",""Scar Healing"",""Acne Fighting"",""Brightening"",""May Worsen Oily Skin"",""Acne Trigger"",""Irritating"",""Rosacea"",""Eczema""]","£13.00","https://www.lookfantastic.com/cerave-facial-moisturising-lotion-no-spf-52ml/11798688.html","84","cerave AM Facial Moisturising Lotion SPF 25"
"cerave","AM Facial Moisturising Lotion SPF 25","Day Moisturizer","Canada","[""Water"",""Homosalate"",""Glycerin"",""Octocrylene"",""Ethylhexyl Salicylate"",""Niacinamide"",""Aluminum Starch Octenylsuccinate"",""Butyl Methoxydibenzoylmethane"",""Dimethicone"",""Cetearyl Alcohol"",""Peg-100 Stearate"",""Glyceryl Stearate"",""Phenoxyethanol"",""Stearic Acid"",""Behentrimonium Methosulfate"",""Caprylyl Glycol"",""Palmitic Acid"",""Ammonium Polyacryloyldimethyl Taurate"",""Xanthan Gum"",""Disodium EDTA"",""Tocopherol"",""Sodium Lauroyl Lactylate"",""Myristic Acid"",""Sodium Hyaluronate"",""Ceramide NP"",""Ceramide AP"",""Phytosphingosine"",""Cholesterol"",""Carbomer"",""Ethylhexylglycerin"",""Ceramide EOP""]","[""Good For Oily Skin"",""Redness Reducing"",""Anti-Aging"",""Scar Healing"",""Acne Fighting"",""Brightening"",""May Worsen Oily Skin"",""Acne Trigger"",""Irritating"",""Rosacea"",""Eczema""]","£13.00","https://www.lookfantastic.com/cerave-facial-moisturising-lotion-spf-25-52ml/11798689.html","86","cerave AM Facial Moisturising Lotion SPF 25"
"cerave","Foaming Facial Cleanser","Face Cleanser","Canada","[""Water"",""Cocamidopropyl Hydroxysultaine"",""Glycerin"",""Sodium Lauroyl Sarcosinate"",""Peg-150 Pentaerythrityl Tetrastearate"",""Niacinamide"",""Peg-6 Caprylate/Caprate"",""Sodium Methyl Cocoyl Taurate"",""Propylene Glycol"",""Ceramide NP"",""Ceramide AP"",""Ceramide EOP"",""Carbomer"",""Methylparaben"",""Sodium Chloride"",""Sodium Lauroyl Lactylate"",""Cholesterol"",""Disodium EDTA"",""Propylparaben"",""Citric Acid"",""Tetrasodium EDTA"",""Hydrolyzed Hyaluronic Acid"",""Phytosphingosine"",""Xanthan Gum""]","[""Good For Oily Skin"",""Redness Reducing"",""Reduces Large Pores"",""Anti-Aging"",""Acne Fighting"",""Brightening"",""Drying"",""Acne Trigger"",""Irritating""]","£15.00","https://www.lookfantastic.com/cerave-foaming-facial-cleanser-473ml/11798697.html","78","cerave Foaming Facial Cleanser"
"revolution beauty","Ceramides Hydrating Cleanser","Face Cleanser","","[""Water"",""Glycerin"",""Cetearyl Alcohol"",""Stearyl Alcohol"",""Glyceryl Stearate"",""Polysorbate 20"",""Propanediol"",""Phenoxyethanol"",""Peg-100 Stearate"",""Behentrimonium Methosulfate"",""Ethylhexylglycerin"",""Disodium EDTA"",""Sodium Hyaluronate Crosspolymer"",""Sodium Hydroxide"",""Ceteareth-25"",""Pentylene Glycol"",""Cetyl Alcohol"",""Behenic Acid"",""Ceramide NP"",""Cholesterol"",""Ceramide Ns"",""Citric Acid"",""Ceramide AP"",""Ceramide EOP"",""Ceramide Eos"",""Caprooyl Phytosphingosine"",""Caprooyl Sphingosine"",""Ascorbyl Palmitate"",""Glyceryl Oleate"",""Lecithin"",""Tocopherol""]","[""Redness Reducing"",""Reduces Large Pores"",""Anti-Aging"",""Brightening"",""Drying"",""Acne Trigger"",""Irritating""]","£9.50","https://www.lookfantastic.com/cerave-hydrating-cleanser-236ml/11798700.html","72","revolution beauty Ceramides Hydrating Cleanser"
"revolution beauty","Ceramides Hydrating Cleanser","Face Cleanser","","[""Water"",""Glycerin"",""Cetearyl Alcohol"",""Stearyl Alcohol"",""Glyceryl Stearate"",""Polysorbate 20"",""Propanediol"",""Phenoxyethanol"",""Peg-100 Stearate"",""Behentrimonium Methosulfate"",""Ethylhexylglycerin"",""Disodium EDTA"",""Sodium Hyaluronate Crosspolymer"",""Sodium Hydroxide"",""Ceteareth-25"",""Pentylene Glycol"",""Cetyl Alcohol"",""Behenic Acid"",""Ceramide NP"",""Cholesterol"",""Ceramide Ns"",""Citric Acid"",""Ceramide AP"",""Ceramide EOP"",""Ceramide Eos"",""Caprooyl Phytosphingosine"",""Caprooyl Sphingosine"",""Ascorbyl Palmitate"",""Glyceryl Oleate"",""Lecithin"",""Tocopherol""]","[""Redness Reducing"",""Reduces Large Pores"",""Anti-Aging"",""Brightening"",""Drying"",""Acne Trigger"",""Irritating""]","£15.00","https://www.lookfantastic.com/cerave-hydrating-cleanser-473ml/11798699.html","72","revolution beauty Ceramides Hydrating Cleanser"
"face facts","Ceramide Moisturising Gel Cream","General Moisturizer","United Kingdom","[""Water"",""Glycerin"",""Propylene Glycol"",""Cetearyl Alcohol"",""Paraffinum Liquidum"",""Stearic Acid"",""Ceramide NP"",""Avena Sativa Kernel Extract"",""Ceramide Ns"",""Ceramide Ng"",""Ceramide As"",""Ceramide EOP"",""Ceramide AP"",""Sodium Hyaluronate"",""Tocopherol"",""Glyceryl Stearate"",""Peg-100 Stearate"",""Triethanolamine"",""Phenoxyethanol"",""Acrylates/C10-30 Alkyl Acrylate Crosspolymer"",""Sodium Benzoate"",""Cyclohexane"",""Disodium EDTA"",""Hydrogenated Lecithin"",""Castor Oil Hydrogenated Ethoxylated"",""Butylene Glycol""]","[""Redness Reducing"",""Anti-Aging"",""Scar Healing"",""Brightening"",""May Worsen Oily Skin"",""Acne Trigger"",""Irritating""]","£9.00","https://www.lookfantastic.com/cerave-moisturising-cream-177ml/11798693.html","77","face facts Ceramide Moisturising Gel Cream"
"face facts","Ceramide Moisturising Gel Cream","General Moisturizer","United Kingdom","[""Water"",""Glycerin"",""Propylene Glycol"",""Cetearyl Alcohol"",""Paraffinum Liquidum"",""Stearic Acid"",""Ceramide NP"",""Avena Sativa Kernel Extract"",""Ceramide Ns"",""Ceramide Ng"",""Ceramide As"",""Ceramide EOP"",""Ceramide AP"",""Sodium Hyaluronate"",""Tocopherol"",""Glyceryl Stearate"",""Peg-100 Stearate"",""Triethanolamine"",""Phenoxyethanol"",""Acrylates/C10-30 Alkyl Acrylate Crosspolymer"",""Sodium Benzoate"",""Cyclohexane"",""Disodium EDTA"",""Hydrogenated Lecithin"",""Castor Oil Hydrogenated Ethoxylated"",""Butylene Glycol""]","[""Redness Reducing"",""Anti-Aging"",""Scar Healing"",""Brightening"",""May Worsen Oily Skin"",""Acne Trigger"",""Irritating""]","£13.00","https://www.lookfantastic.com/cerave-moisturising-cream-340g/11798692.html","79","face facts Ceramide Moisturising Gel Cream"
"face facts","Ceramide Moisturising Gel Cream","General Moisturizer","United Kingdom","[""Water"",""Glycerin"",""Propylene Glycol"",""Cetearyl Alcohol"",""Paraffinum Liquidum"",""Stearic Acid"",""Ceramide NP"",""Avena Sativa Kernel Extract"",""Ceramide Ns"",""Ceramide Ng"",""Ceramide As"",""Ceramide EOP"",""Ceramide AP"",""Sodium Hyaluronate"",""Tocopherol"",""Glyceryl Stearate"",""Peg-100 Stearate"",""Triethanolamine"",""Phenoxyethanol"",""Acrylates/C10-30 Alkyl Acrylate Crosspolymer"",""Sodium Benzoate"",""Cyclohexane"",""Disodium EDTA"",""Hydrogenated Lecithin"",""Castor Oil Hydrogenated Ethoxylated"",""Butylene Glycol""]","[""Redness Reducing"",""Anti-Aging"",""Scar Healing"",""Brightening"",""May Worsen Oily Skin"",""Acne Trigger"",""Irritating""]","£16.00","https://www.lookfantastic.com/cerave-moisturising-cream-454g/11798691.html","79","face facts Ceramide Moisturising Gel Cream"
"face facts","Ceramide Moisturising Gel Cream","General Moisturizer","United Kingdom","[""Water"",""Glycerin"",""Propylene Glycol"",""Cetearyl Alcohol"",""Paraffinum Liquidum"",""Stearic Acid"",""Ceramide NP"",""Avena Sativa Kernel Extract"",""Ceramide Ns"",""Ceramide Ng"",""Ceramide As"",""Ceramide EOP"",""Ceramide AP"",""Sodium Hyaluronate"",""Tocopherol"",""Glyceryl Stearate"",""Peg-100 Stearate"",""Triethanolamine"",""Phenoxyethanol"",""Acrylates/C10-30 Alkyl Acrylate Crosspolymer"",""Sodium Benzoate"",""Cyclohexane"",""Disodium EDTA"",""Hydrogenated Lecithin"",""Castor Oil Hydrogenated Ethoxylated"",""Butylene Glycol""]","[""Redness Reducing"",""Anti-Aging"",""Scar Healing"",""Brightening"",""May Worsen Oily Skin"",""Acne Trigger"",""Irritating""]","£4.00","https://www.lookfantastic.com/cerave-moisturising-cream-50ml/11798694.html","79","face facts Ceramide Moisturising Gel Cream"
"cerave","Facial Moisturising Lotion","General Moisturizer","Canada","[""Water"",""Glycerin"",""Caprylic/Capric Triglyceride"",""Niacinamide"",""Cetearyl Alcohol"",""Dimethicone"",""Phenoxyethanol"",""Ceteareth-20"",""Behentrimonium Methosulfate"",""Caprylyl Glycol"",""Polyglyceryl-3 Diisostearate"",""Peg-8 Diisostearate"",""Sodium Lauroyl Lactylate"",""Potassium Phosphate"",""Disodium EDTA"",""Dipotassium Phosphate"",""Ceramide NP"",""Ceramide AP"",""Phytosphingosine"",""Cholesterol"",""Xanthan Gum"",""Carbomer"",""Ethylhexylglycerin"",""Sodium Hyaluronate"",""Ceramide EOP""]","[""Good For Oily Skin"",""Redness Reducing"",""Anti-Aging"",""Acne Fighting"",""Brightening"",""Acne Trigger""]","£15.00","https://www.lookfantastic.com/cerave-moisturising-lotion-473ml/11798695.html","76","cerave Facial Moisturising Lotion"
"","CeraVe Smoothing Cleanser 236ml","Cleanser","","[]","[]","£12.00","https://www.lookfantastic.com/cerave-smoothing-cleanser-236ml/12207663.html","69","UNMATCHED"
"maru.derm","Centella Soothing & Hydrating Cream","General Moisturizer","Turkey","[""Water"",""Glycerin"",""Centella Asiatica Leaf Extract"",""Niacinamide"",""Butyrospermum Parkii Butter"",""Sodium Hyaluronate"",""Allantoin"",""Panthenol"",""Squalane"",""Sodium PCA"",""Inulin Lauryl Carbamate"",""Potassium Cetyl Phosphate"",""Ethylhexylglycerin"",""Sodium Hydroxide"",""Benzoic Acid"",""Dehydroacetic Acid"",""Phenoxyethanol"",""Xanthan Gum"",""Tetrasodium EDTA""]","[""Good For Oily Skin"",""Redness Reducing"",""Reduces Irritation"",""Acne Fighting"",""Brightening"",""Eczema""]","£12.00","https://www.lookfantastic.com/cerave-smoothing-cream-177ml/12207665.html","71","maru.derm Centella Soothing & Hydrating Cream"
"","Chantecaille Bio Lift Mask - 50ml","Mask","","[]","[]","£148.00","https://www.lookfantastic.com/chantecaille-bio-lift-mask-50ml/11219032.html","56","UNMATCHED"
"","Chantecaille Hibiscus and Bamboo Exfoliating Cream","Exfoliator","","[]","[]","£73.00","https://www.lookfantastic.com/chantecaille-hibiscus-and-bamboo-exfoliating-cream/11219063.html","65","UNMATCHED"
"chantecaille","Jasmine and Lily Healing Mask & Night Cream","Overnight Mask","United Kingdom","[""Rosa Damascena Flower Water"",""Water"",""Caprylic/Capric Triglyceride"",""Glycerin"",""Ppg-15 Stearyl Ether"",""C12-20 Acid Peg-8 Ester"",""Coco-Caprylate/Caprate"",""Potassium Cetyl Phosphate"",""Carbomer"",""Phenoxyethanol"",""Saccharide Isomerate"",""Ci 77891"",""Ethylhexylglycerin"",""Sodium Hydroxide"",""Chlorphenesin"",""Macadamia Integrifolia Seed Oil"",""Oenothera Biennis Oil"",""Chondrus Crispus Powder"",""Propylene Glycol"",""Bisabolol"",""Panthenol"",""Glycyrrhetinic Acid"",""Sodium Hyaluronate"",""Acacia Decurrens Flower Wax"",""Jasminum Grandiflorum Flower Wax"",""Lilium Candidum Bulb Extract"",""Narcissus Poeticus Flower Wax"",""Peg-8"",""Jasminum Officinale Oil"",""Citric Acid"",""Citronellol"",""Sodium Citrate"",""Tocopherol"",""Pelargonium Graveolens Oil"",""Rosa Damascena Flower Oil"",""Geraniol"",""Benzyl Benzoate"",""Ascorbyl Palmitate"",""Linalool"",""Eugenol"",""Ascorbic Acid""]","[""Reduces Irritation"",""Reduces Large Pores"",""Anti-Aging"",""Scar Healing"",""Brightening"",""Drying"",""Irritating""]","£75.00","https://www.lookfantastic.com/chantecaille-jasmine-lily-healing-mask/11219064.html","76","chantecaille Jasmine and Lily Healing Mask & Night Cream"
"","Chantecaille Pure Rosewater 100ml","Mist","","[]","[]","£65.00","https://www.lookfantastic.com/chantecaille-pure-rosewater/11219087.html","60","UNMATCHED"
"","Chantecaille Vital Essence 50ml","Serum","","[]","[]","£96.00","https://www.lookfantastic.com/chantecaille-vital-essence/11219111.html","59","UNMATCHED"
"","Clinique 7 Day Scrub Cream Rinse-Off Formula 100ml","Exfoliator","","[]","[]","£21.00","https://www.lookfantastic.com/clinique-7-day-scrub-cream-rinse-off-formula-100ml/11144733.html","56","UNMATCHED"
"clinique","All About Eyes™ Rich Eye Cream","Eye Moisturizer","United States","[""Water"",""Butyrospermum Parkii Oil"",""Cetearyl Alcohol"",""Butylene Glycol"",""Hydrogenated Polyisobutene"",""Phenyl Trimethicone"",""Polyglyceryl-3 Beeswax"",""Polybutene"",""Sucrose"",""Cetyl Esters"",""Polymethyl Methacrylate"",""Isostearyl Neopentanoate"",""Glycerin"",""Cetearyl Glucoside"",""Tocopheryl Acetate"",""Triticum Vulgare Germ Extract"",""Hordeum Vulgare Extract"",""Sigesbeckia Orientalis Extract"",""Peg-100 Stearate"",""Coleus Barbatus Root Extract"",""Betula Alba Bud Extract"",""Polysilicone-11"",""Methyl Glucose Sesquistearate"",""Camellia Sinensis Leaf Extract"",""Salvia Officinalis Leaf"",""Glyceryl Polymethacrylate"",""Yeast Extract"",""Gentiana Lutea Root Extract"",""Stearic Acid"",""Milk Protein"",""Whey Protein"",""Palmitoyl Oligopeptide"",""Squalane"",""Magnesium Ascorbyl Phosphate"",""Cholesterol"",""Caffeine"",""Peg-8"",""Phytosphingosine"",""Acrylates/C10-30 Alkyl Acrylate Crosspolymer"",""Aminomethyl Propanol"",""Dimethicone"",""Isomerized Linoleic Acid"",""Linoleic Acid"",""Sodium Hyaluronate"",""Ceramide Ns"",""Decarboxy Carnosine Hcl"",""Potassium Sulfate"",""Caprylyl Glycol"",""Disodium EDTA"",""Sodium Dehydroacetate"",""Phenoxyethanol"",""Ci 19140"",""Mica"",""Ci 77491"",""Ci 77891""]","[""Hydrating"",""Redness Reducing"",""Skin Texture"",""Anti-Aging"",""Dark Spots"",""Brightening"",""May Worsen Oily Skin"",""Acne Trigger"",""Eczema""]","£27.50","https://www.lookfantastic.com/clinique-all-about-eyes-eye-cream-15ml/11144763.html","72","clinique All About Eyes™ Rich Eye Cream"
"","Clinique Anti Blemish Solutions Cleansing Foam 125ml","Cleanser","","[]","[]","£19.00","https://www.lookfantastic.com/clinique-anti-blemish-solutions-cleansing-foam-125ml/10366669.html","69","UNMATCHED"
